iter	RMSE
248	0.08042757476
249	0.08026589839
250	0.08006143366
251	0.07989510821
252	0.07974515651
253	0.07968312578
254	0.07961856457
255	0.07947276962
256	0.07940785858
257	0.0792712568
258	0.07919027365
259	0.07901602434
260	0.07892595323
261	0.07878224972
262	0.0786097912
263	0.0784965952
264	0.07841340451
265	0.07823495705
266	0.07816720402
267	0.07795002556
268	0.07767164648
269	0.07752138018
270	0.07737977193
271	0.07717919308
272	0.07693424987
273	0.07681554637
274	0.07676232998
275	0.07662136797
276	0.07644640305
277	0.07630182386
278	0.07613402766
279	0.07602395457
280	0.07593184664
281	0.07586002308
282	0.0757160578
283	0.0755384212
284	0.07543249074
285	0.07531112742
286	0.07518397221
287	0.07502696209
288	0.07485516612
289	0.07471779028
290	0.07454490938
291	0.07448960486
292	0.07434437969
293	0.07430051468
294	0.07424907123
295	0.07412834836
296	0.07399926021
297	0.07393352452
298	0.07391777022
299	0.07380116896
300	0.07364250821
301	0.07360610495
302	0.07358434924
303	0.07353841833
304	0.07337435567
305	0.07335097273
306	0.07328890375
307	0.0732504542
308	0.07311776841
309	0.07297214541
310	0.07294082959
311	0.07281207513
312	0.072632388
313	0.07244951402
314	0.07232421963
315	0.07222184578
316	0.07206340923
317	0.07192727945
318	0.07189464866
319	0.07177001822
320	0.07164709184
321	0.07148636206
322	0.07142224466
323	0.07123389733
324	0.07113897182
325	0.07108443293
326	0.07097605759
327	0.07093843793
328	0.07080614035
329	0.07077657831
330	0.07070656926
331	0.07052101533
332	0.07038309819
333	0.07018437395
334	0.07009696961
335	0.07000137433
336	0.06997874258
337	0.06986265069
338	0.06973443126
339	0.06958341338
340	0.0694263622
341	0.06934771048
342	0.06926327527
343	0.06924623666
344	0.06919019308
345	0.06906453726
346	0.06904996436
347	0.06903386635
348	0.06901758007
349	0.06900136165
350	0.06887916983
351	0.06873544883
352	0.06859576111
353	0.06853979078
354	0.06845528667
355	0.06844332368
356	0.06840007136
357	0.06829594768
358	0.06818023966
359	0.06809033984
360	0.06788936313
361	0.06786652974
362	0.06776377267
363	0.06774001868
364	0.06772744978
365	0.06761756066
366	0.06752378744
367	0.06751052727
368	0.06746309741
369	0.06741906707
370	0.06727351917
371	0.06726082349
372	0.06719480126
373	0.06705284656
374	0.06692475803
375	0.0669112894
376	0.06685826093
377	0.06684581251
378	0.066751753
379	0.06664429915
380	0.06655394522
381	0.0665254556
382	0.06635142806
383	0.06633895512
384	0.0662239827
385	0.0661589142
386	0.06605705542
387	0.06594608013
388	0.06593425088
389	0.06585884001
390	0.06583725829
391	0.06573967723
392	0.06559473912
393	0.06552582225
394	0.06541055104
395	0.06529595772
396	0.0651124784
397	0.06501562639
398	0.0648895699
399	0.06485746892
400	0.0647236032
401	0.06460743264
402	0.06448314563
403	0.06434321472
404	0.06423787665
405	0.06409573897
406	0.06394944776
407	0.06391705027
408	0.06380550327
409	0.06378129145
410	0.06370705584
411	0.06358329591
412	0.0635025224
413	0.06344547623
414	0.06332440794
415	0.06331606993
416	0.06319502767
417	0.06311578232
418	0.06306182021
419	0.06296130547
420	0.0628768366
421	0.0628548395
422	0.06272214216
423	0.06269810915
424	0.06258749764
425	0.06252162657
426	0.06245073011
427	0.06244094381
428	0.06240740247
429	0.06226498863
430	0.06224115739
431	0.06218324631
432	0.06216435356
433	0.06208004035
434	0.06190622034
435	0.06179670831
436	0.06175903812
437	0.06174140446
438	0.06172930856
439	0.06160648715
440	0.06146114117
441	0.06135953607
442	0.06127438209
443	0.06115461017
444	0.06114541014
445	0.06112673743
446	0.06103871801
447	0.06095000316
448	0.06084997883
449	0.06074285461
450	0.06061035021
451	0.06059817199
452	0.06052241863
453	0.06041280853
454	0.06031170959
455	0.06022018978
456	0.06013329036
457	0.06006765599
458	0.06000384972
459	0.05991529328
460	0.05990684497
461	0.0598566613
462	0.05977221939
463	0.05975259255
464	0.0596324001
465	0.0596247987
466	0.05960628221
467	0.05959664611
468	0.05950257271
469	0.05944501502
470	0.05931895135
471	0.05919002411
472	0.05918034229
473	0.0591277069
474	0.05901162394
475	0.0589259323
476	0.0588474373
477	0.05877412735
478	0.05872142997
479	0.05855472897
480	0.05854767032
481	0.05844070818
482	0.05842932425
483	0.05840901959
484	0.0582461235
485	0.05815123904
486	0.05809477504
487	0.05801599479
488	0.05800899822
489	0.05794408387
490	0.05789328283
491	0.05776528957
492	0.05775113213
493	0.05761477346
494	0.05749906586
495	0.05740243173
496	0.05734453978
497	0.05731885216
498	0.05731183772
499	0.05721457681
500	0.0572069707
501	0.05710556005
502	0.05704342039
503	0.05703557742
504	0.05699068689
505	0.05688751913
506	0.05681234345
507	0.05680654445
508	0.05673608667
509	0.05667094821
510	0.05655821837
511	0.05655247992
512	0.0564789945
513	0.05647259309
514	0.05635977542
515	0.05634585712
516	0.0561907047
517	0.05610065012
518	0.05609613274
519	0.05604497797
520	0.05595279056
521	0.05591869102
522	0.05578526396
523	0.05569876899
524	0.05556780666
525	0.05556336169
526	0.05551872961
527	0.05542508684
528	0.05530934841
529	0.0552481088
530	0.055118367
531	0.05503863407
532	0.0549465263
533	0.05486938472
534	0.05481339066
535	0.05468256665
536	0.05457813232
537	0.05447669073
538	0.05447240423
539	0.05441555485
540	0.05432940644
541	0.0541937045
542	0.05413021608
543	0.05409706429
544	0.05401401767
545	0.05400964808
546	0.05395329504
547	0.05394813559
548	0.05385840775
549	0.05378570111
550	0.05369118157
551	0.0536868393
552	0.05368160622
553	0.05359309111
554	0.05352361024
555	0.0534659324
556	0.05338794977
557	0.05329446379
558	0.05323625228
559	0.05322791161
560	0.05315177559
561	0.05305405588
562	0.05304890912
563	0.05304479926
564	0.05301839256
565	0.05295053717
566	0.05284417138
567	0.05275515211
568	0.05270724476
569	0.05263921148
570	0.05257566976
571	0.05249728918
572	0.05244423371
573	0.05233778256
574	0.05227313355
575	0.05221175354
576	0.05219065948
577	0.05210998486
578	0.05202152867
579	0.05198891163
580	0.05186437932
581	0.05181663061
582	0.05173072738
583	0.05162773572
584	0.05150174593
585	0.05140858196
586	0.05131407751
587	0.05118265152
588	0.05109550911
589	0.05107512413
590	0.05101270313
591	0.05094856152
592	0.05081845824
593	0.05074247989
594	0.05070004211
595	0.05068578542
596	0.05066043439
597	0.05053379475
598	0.05047975279
599	0.05039091493
600	0.05032967778
601	0.05028138224
602	0.05025498979
603	0.05024304172
604	0.05016513399
605	0.05009605982
606	0.05008269975
607	0.05000110568
608	0.04986789715
609	0.04981100118
610	0.04971273672
611	0.04965033627
612	0.04955101833
613	0.04945153757
614	0.04938284613
615	0.04933453958
616	0.04927363524
617	0.04926074416
618	0.04919704624
619	0.04911608205
620	0.04902409068
621	0.04891324597
622	0.0488509159
623	0.04880061114
624	0.04873875191
625	0.04864833868
626	0.04859418543
627	0.04852804658
628	0.0484668304
629	0.04841466958
630	0.04836265249
631	0.04824836132
632	0.04818250182
633	0.0481058671
634	0.04804004895
635	0.04795814625
636	0.04788289741
637	0.04782001144
638	0.04776321765
639	0.04772824566
640	0.04766383052
641	0.04756383646
642	0.04749142503
643	0.04741015298
644	0.04734938842
645	0.04726098221
646	0.04719884013
647	0.04710272402
648	0.04703109352
649	0.04696783416
650	0.04694458362
651	0.0468466065
652	0.04682579444
653	0.04674837452
654	0.04669166719
655	0.04668281498
656	0.04666611137
657	0.04657628998
658	0.04655405349
659	0.04646091287
660	0.04640305747
661	0.04633730533
662	0.04628390394
663	0.04622699135
664	0.04617092292
665	0.04604876184
666	0.04599361948
667	0.04591265554
668	0.04586928542
669	0.04583793244
670	0.04578253667
671	0.04568593993
672	0.04562114702
673	0.04558099402
674	0.0454809975
675	0.04541829134
676	0.0453411706
677	0.04529772896
678	0.04526056408
679	0.04519307968
680	0.04514147862
681	0.04507725725
682	0.04498199455
683	0.04490447448
684	0.04481719476
685	0.04477840696
686	0.04473850812
687	0.04465775548
688	0.04454694181
689	0.04450315188
690	0.04436911075
691	0.04431282996
692	0.04430921783
693	0.04424651057
694	0.04419424228
695	0.04414358145
696	0.04409061045
697	0.04402099427
698	0.04394609137
699	0.04386661695
700	0.0438326442
701	0.04379186292
702	0.04369966044
703	0.04363958575
704	0.0436052754
705	0.04357169017
706	0.04351524529
707	0.04344874848
708	0.04338579729
709	0.04330246134
710	0.04320349205
711	0.0431654253
712	0.04310321841
713	0.04304187858
714	0.04294702642
715	0.04291565702
716	0.04287172776
717	0.04285631694
718	0.0427834056
719	0.0427255586
720	0.04265102829
721	0.04262050336
722	0.04255255754
723	0.04246151609
724	0.04243139214
725	0.04237875379
726	0.04230466998
727	0.04223913052
728	0.04216737231
729	0.04210905039
730	0.04206645578
731	0.04201949228
732	0.04197043249
733	0.04192565673
734	0.041837922
735	0.04177469296
736	0.04172559468
737	0.04171792661
738	0.0416714164
739	0.04162711452
740	0.04157786896
741	0.04150931152
742	0.04147797434
743	0.0414201369
744	0.04138161759
745	0.04132963576
746	0.0412649565
747	0.04118918992
748	0.04115324
749	0.041114447
750	0.04106245538
751	0.04096621215
752	0.0409621851
753	0.04094682846
754	0.04088293248
755	0.04083723631
756	0.04082226377
757	0.04075167012
758	0.04070291691
759	0.04064776662
760	0.04061613201
761	0.04057378854
762	0.04054576926
763	0.04047678264
764	0.04043090404
765	0.04036647132
766	0.04031779296
767	0.04026785917
768	0.04021420087
769	0.04014935377
770	0.0400995135
771	0.04002487447
772	0.0400125581
773	0.03996606935
774	0.03991543593
775	0.039849174
776	0.03983911267
777	0.03976947786
778	0.03972254027
779	0.03967568924
780	0.03963532183
781	0.03956909564
782	0.03952678666
783	0.03947537181
784	0.03941219645
785	0.03931752777
786	0.03927243797
787	0.03920889087
788	0.03914026424
789	0.03909274976
790	0.03904712344
791	0.03900183372
792	0.03899097218
793	0.0389711908
794	0.03895056121
795	0.03890516678
796	0.0388686731
797	0.03882004511
798	0.03881649642
799	0.03873773647
800	0.03865451934
801	0.03860724688
802	0.03855531487
803	0.03851573968
804	0.03846805432
805	0.0384410641
806	0.03839634005
807	0.03838783656
808	0.03834331559
809	0.03829242516
810	0.03826220975
811	0.0382228423
812	0.0381703869
813	0.0381582801
814	0.03811093753
815	0.03804197273
816	0.03798112245
817	0.03793500139
818	0.0379002524
819	0.03784623296
820	0.03779496796
821	0.03771059243
822	0.03764540839
823	0.0375931671
824	0.03752426633
825	0.03749599984
826	0.0374530862
827	0.03740877829
828	0.03734073585
829	0.03729177111
830	0.03724451159
831	0.03719280006
832	0.03712867964
833	0.03708667981
834	0.03704457072
835	0.03703204211
836	0.03696358081
837	0.03690800649
838	0.03688897075
839	0.03682946328
840	0.03676853785
841	0.03675777553
842	0.03668284707
843	0.03660357959
844	0.03652243808
845	0.03649192484
846	0.03645501426
847	0.03641017033
848	0.03640428919
849	0.0363833991
850	0.03633322794
851	0.0363024762
852	0.03624423583
853	0.03618668361
854	0.03615421996
855	0.03609871839
856	0.03606405024
857	0.03600839709
858	0.03599592539
859	0.03594185882
860	0.03590967556
861	0.03585802485
862	0.03579903178
863	0.03578621773
864	0.0357366194
865	0.03569811867
866	0.03565580014
867	0.03564678713
868	0.03559621399
869	0.03556361664
870	0.03550300416
871	0.035468886
872	0.03537653653
873	0.03531034853
874	0.0353031334
875	0.03526009226
876	0.03522439359
877	0.0351775037
878	0.03516684012
879	0.03512123537
880	0.03507286203
881	0.03501353443
882	0.03495158052
883	0.03491896626
884	0.03488209726
885	0.03484954391
886	0.03480642587
887	0.0347787843
888	0.03474683261
889	0.03471180999
890	0.03465828213
891	0.0346192007
892	0.0345776424
893	0.03452887184
894	0.03448767564
895	0.03445069532
896	0.03440058509
897	0.03437001986
898	0.03431279557
899	0.03426757709
900	0.03421749475
901	0.0341714266
902	0.03411614359
903	0.03406961359
904	0.03401993527
905	0.03396438431
906	0.03391252565
907	0.03383686875
908	0.03379121679
909	0.03374693363
910	0.0337237341
911	0.03368172571
912	0.03362425623
913	0.03358889976
914	0.03355156806
915	0.03352886196
916	0.03347872165
917	0.03345963038
918	0.03339642387
919	0.03336575222
920	0.03334109903
921	0.03329463091
922	0.03325436965
923	0.03321025148
924	0.03317568863
925	0.03314435392
926	0.0330887929
927	0.03305059237
928	0.03298559424
929	0.03293376222
930	0.03289266487
931	0.0328584547
932	0.03280337269
933	0.03275011361
934	0.03270385161
935	0.032645463
936	0.03259255643
937	0.03255539019
938	0.03247565148
939	0.03246006976
940	0.03243087003
941	0.03238098772
942	0.0323330365
943	0.03229098174
944	0.03225739494
945	0.03220667333
946	0.032159992
947	0.03213696959
948	0.03208085547
949	0.03206433175
950	0.03204401442
951	0.03199201161
952	0.03195442209
953	0.03193660491
954	0.03187901778
955	0.0318600928
956	0.03184702898
957	0.03179143623
958	0.03174097894
959	0.03170027043
960	0.03166744378
961	0.03162539437
962	0.03157017942
963	0.03154017245
964	0.03150836504
965	0.03146368505
966	0.03142922937
967	0.03139583905
968	0.03136855323
969	0.03132431589
970	0.03129023242
971	0.0312541417
972	0.0312211927
973	0.0311505617
974	0.03112271832
975	0.03108834038
976	0.03104310093
977	0.03101020888
978	0.03096672236
979	0.03090470703
980	0.0308517297
981	0.03081158122
982	0.03077692318
983	0.03071855804
984	0.03068787201
985	0.03068014315
986	0.03063427401
987	0.0305999945
988	0.03055183265
989	0.03052847817
990	0.03049570437
991	0.03045842009
992	0.03041783941
993	0.03041231517
994	0.03039132944
995	0.03033937171
996	0.03029500064
997	0.03024221266
998	0.03021543074
999	0.03019387058
